HNRS,201,One Myth to Fuse Them All,3.00,,,TERMS-OFFERED,0
HNRS,202,The Study  of the Self,3.00,,,TERMS-OFFERED,0
HNRS,301,Writing About Rock Music,3.00,,,TERMS-OFFERED,0
HNRS,302,Youth Culture in Film,3.00,,,TERMS-OFFERED,0
HNRS,490,ST: Honors Leadership,0.50 to 12.00,,,TERMS-OFFERED,0
