PROJ,301,Introduction to Project Management,3.00,,,TERMS-OFFERED,0
PROJ,502,Project Planning & Scheduling,3.00,PROJ501,,TERMS-OFFERED,0
PROJ,535,International Project Management,3.00,PROJ501,,TERMS-OFFERED,0
PROJ,510,Project Quality Management,3.00,PROJ501,,TERMS-OFFERED,0
PROJ,603,Project Leadership & Teamwork,3.00,PROJ501,,TERMS-OFFERED,0
