MATH,100,Fundamentals of Mathematics,3.00,,EXAM082,TERMS-OFFERED,0
MATH,101,Introduction to Analysis I,4.00,MATH100,EXAM080,TERMS-OFFERED,0
MATH,102,Introduction to Analysis II,4.00,MATH101,EXAM080,TERMS-OFFERED,0
MATH,122,Calculus II,4.00,MATH121,EXAM080,TERMS-OFFERED,0
MATH,181,Mathematical Analysis I,3.00,,,TERMS-OFFERED,0
MATH,182,Mathematical Analysis II,3.00,MATH181,,TERMS-OFFERED,0
MATH,183,Mathematical Analysis III,3.00,MATH182,,TERMS-OFFERED,0
MATH,200,Multivariate Calculus,4.00,MATH122,EXAM080,TERMS-OFFERED,0
MATH,201,Linear Algebra,4.00,MATH121,EXAM081,TERMS-OFFERED,0
MATH,221,Discrete Mathematics,3.00,MATH220 or CS270 or ECE200,EXAM081,TERMS-OFFERED,0
MATH,262,Differential Equations,3.00,MATH261,,TERMS-OFFERED,0
MATH,291,Complex and Vector Analysis for Engineers,4.00,MATH200 and PHYS102,,TERMS-OFFERED,0
MATH,312,Probability and Statistics II,4.00,MATH311,EXAM081,TERMS-OFFERED,0
MATH,411,Scientific Data Analysis II,3.00,MATH410,,TERMS-OFFERED,0
MATH,123,Calculus III,4.00,MATH122,EXAM080,TERMS-OFFERED,0
MATH,301,Numerical Analysis II,3.00,MATH300,,TERMS-OFFERED,0
MATH,322,Complex Variables,4.00,MATH210,,TERMS-OFFERED,0
