AADM,505,Overview Of Arts Administration,3.00,,,TERMS-OFFERED,0
AADM,510,Writing for the Arts,3.00,,,TERMS-OFFERED,0
AADM,610,Financial Accounting for Non-Profit Arts Organizations,3.00,ACCT111 or ACCT115,,TERMS-OFFERED,0
AADM,650,Fund Development for the Arts,3.00,,,TERMS-OFFERED,0
AADM,670,Audience Development,3.00,,,TERMS-OFFERED,0
AADM,740,Production Laboratory in the  Arts,3.00,,,TERMS-OFFERED,0
AADM,750,Arts Administration Seminar,3.00,,,TERMS-OFFERED,0
AADM,753,Visual Arts Organization Management,3.00,,,TERMS-OFFERED,0
AADM,765,ST:Creative Placemaking,0.50 to 9.00,,,TERMS-OFFERED,0
AADM,799,Thesis Completion,0.50 to 1.50,AADM798,,TERMS-OFFERED,0
AADM,620,Law and the Arts,3.00,,,TERMS-OFFERED,0
AADM,710,Strategic Planning and Evaluation,3.00,,,TERMS-OFFERED,0
AADM,752,Performing Arts Management,3.00,AADM751,,TERMS-OFFERED,0
AADM,759,Cultural Organizations in Transition,3.00,,,TERMS-OFFERED,0
