MATE,100,Materials for Emerging Technologies,2.00,,,TERMS-OFFERED,0
MATE,240,Thermodynamics of Materials,4.00,MATE221 and TDEC202 or ENGR210,,TERMS-OFFERED,0
MATE,280,Advanced Materials Laboratory,4.00,TDEC212 or ENGR220 and TDEC232 or ENGR202,,TERMS-OFFERED,0
MATE,366,Processing of Metallic Materials,4.50,MATE245 and MATE341,,TERMS-OFFERED,0
MATE,370,Mechanical Behavior of Solids,3.00,MATE221 and ENGR231,,TERMS-OFFERED,0
MATE,460,Engineering Computational Laboratory,4.00,MATE221 and TDEC222 or ENGR232 and TDEC114 or MATH200,,TERMS-OFFERED,0
MATE,491,Senior Project Design I,2.00,,,TERMS-OFFERED,0
MATE,503,Introduction to Materials Engineering,3.00,,,TERMS-OFFERED,0
MATE,515,MATE 515 Experimental Techniques in Materials ,3.00,,,TERMS-OFFERED,0
MATE,580,ST:Art of being a scientist,0.50 to 9.00,,,TERMS-OFFERED,0
MATE,897,Research,1.00 to 12.00,,,TERMS-OFFERED,0
MATE,898,Master's Thesis,1.00 to 12.00,,,TERMS-OFFERED,0
MATE,998,Ph.D. Dissertation,1.00 to 12.00,,,TERMS-OFFERED,0
MATE,214,Introduction to Polymers,4.00,MATE221 and MATH201 or MATH261 or ENGR231 and CHEM241,,TERMS-OFFERED,0
MATE,355,Structure and Characterization of Crystalline Materials,3.00,ENGR220 and MATE221,,TERMS-OFFERED,0
MATE,455,Biomedical Materials,3.00,,,TERMS-OFFERED,0
MATE,501,Structure and Properties of Polymers,3.00,,,TERMS-OFFERED,0
MATE,512,Introduction to Solid State Materials,3.00,,,TERMS-OFFERED,0
MATE,536,Materials Seminar Series,1.00,,,TERMS-OFFERED,0
