WBDV,216,History of Web Development,3.00,,,TERMS-OFFERED,0
WBDV,240,Web Authoring I,3.00,DIGM100,,TERMS-OFFERED,0
WBDV,241,Vector Authoring I,3.00,WBDV240 or DIGM240,,TERMS-OFFERED,0
WBDV,371,Mobile Interactive Design II,3.00,WBDV370,,TERMS-OFFERED,0
WBDV,460,Experimental Web Technologies,3.00,WBDV370,,TERMS-OFFERED,0
WBDV,449,Interactive Digital Media Workshop II,3.00,WBDV448,,TERMS-OFFERED,0
