DIGM,100,Digital Design Tools,3.00,,,TERMS-OFFERED,0
DIGM,451,Explorations in New Media,3.00,,,TERMS-OFFERED,0
DIGM,465,ST:DIGM Senior Lab II,3.00,,,TERMS-OFFERED,0
DIGM,493,Senior Project in Digital Media II,3.00,DIGM492,,TERMS-OFFERED,0
DIGM,526,Advanced Animation II,3.00,DIGM525,,TERMS-OFFERED,0
DIGM,530,Advanced Game Design I,3.00,DIGM525,,TERMS-OFFERED,0
DIGM,540,New Media Project,3.00,DIGM520,,TERMS-OFFERED,0
DIGM,680,Thesis Development,3.00,DIGM605 and DIGM641 and DIGM670,,TERMS-OFFERED,0
DIGM,699,Digital Character Design,0.50 to 6.00,,,TERMS-OFFERED,0
DIGM,630,Digital Media Group Workshop,3.00,DIGM531,,TERMS-OFFERED,0
