HRM,120,Principles of Food-Service Management,3.00,HRM110,,TERMS-OFFERED,0
HRM,T280,St: Wedding Event Industry,12.00,,,TERMS-OFFERED,0
HRM,360,Hospitality Industry Public Relations,3.00,HRM110,,TERMS-OFFERED,0
HRM,435,Wine and Spirits,3.00,,,TERMS-OFFERED,0
HRM,475,Current Issues in Gaming,3.00,HRM371,,TERMS-OFFERED,0
HRM,T480,ST: Fundamentals of Beer,12.00,,,TERMS-OFFERED,0
HRM,650,Strategic Management & Leadership in Hospitality,3.00,HRM501 and PRST503,,TERMS-OFFERED,0
HRM,160,Laws of the Hospitality Industry,3.00,HRM110,,TERMS-OFFERED,0
HRM,335,Beverage Management,3.00,HRM120,,TERMS-OFFERED,0
HRM,415,Fine Dining and Services,4.00,HRM215,,TERMS-OFFERED,0
HRM,455,Hospitality Human Resources Management,3.00,,,TERMS-OFFERED,0
HRM,612,Tourism and Sustainability,3.00,HRM501,,TERMS-OFFERED,0
