ARCH,106,Studio 3-B,4.50,ARCH105 and ARCH134 or ARCH153,,TERMS-OFFERED,0
ARCH,123,Studio 2-3,3.00,ARCH122,ARCH143,TERMS-OFFERED,0
ARCH,161,Architectural Construction,3.00,ARCH103 or ARCH112 and ARCH132 or ARCH152 or ARCH156,,TERMS-OFFERED,0
ARCH,183,Architecture Studio 1C,4.00,ARCH182 and ARCH212,,TERMS-OFFERED,0
ARCH,192,Studio 2-AE,3.00,ARCH191,,TERMS-OFFERED,0
ARCH,213,Architectural Representation III,2.00,ARCH212,,TERMS-OFFERED,0
ARCH,233,Studio 3-3,3.00,ARCH232,,TERMS-OFFERED,0
ARCH,243,Studio 4-3,4.00,ARCH242 and CIVE262,CIVE263,TERMS-OFFERED,0
ARCH,273,Materials & Structural Behavior III,3.00,ARCH272 or CIVE262,,TERMS-OFFERED,0
ARCH,315,Sustainable Built Environment I,3.00,,,TERMS-OFFERED,0
ARCH,353,Studio 5-3,4.00,ARCH352 and ARCH262,,TERMS-OFFERED,0
ARCH,363,Studio 6-3,4.00,ARCH362,PHIL317,TERMS-OFFERED,0
ARCH,T380,ST:Intermediate Drawing Wkshp,12.00,,,TERMS-OFFERED,0
ARCH,T480,ST:Thesis Representation Wkshp,1.00 to 6.00,ARCH143,,TERMS-OFFERED,0
ARCH,495,Senior Project III,4.00,ARCH494,,TERMS-OFFERED,0
ARCH,109,Foundation Design III,2.00,ARCH108,,TERMS-OFFERED,0
ARCH,141,Architecture and Society I,3.00,,,TERMS-OFFERED,0
ARCH,343,Theories of Architecture III,3.00,ARCH143,,TERMS-OFFERED,0
ARCH,464,Building Enclosure Design,3.00,ARCH161 or ARCH173,,TERMS-OFFERED,0
ARCH,498,Thesis III,8.00,ARCH497,,TERMS-OFFERED,0
