WGST,101,Introduction to Women's and Gender Studies,3.00,,,TERMS-OFFERED,0
WGST,320,Masculinities,3.00,,,TERMS-OFFERED,0
WGST,T380,ST: Retail Directions,12.00,,,TERMS-OFFERED,0
WGST,308,Queer Theory,3.00,,,TERMS-OFFERED,0
