GEO,101,Physical Geology,4.00,,,TERMS-OFFERED,0
GEO,103,Introduction to Field Methods in Earth Science,2.00,,,TERMS-OFFERED,0
GEO,T280,ST: Intro to Oceanography,12.00,,,TERMS-OFFERED,0
GEO,205,GEO 205 Dinosaurs and Their World ,3.00,,,TERMS-OFFERED,0
