EGMT,T380,ST: Conflict Mgmt for Engrs,12.00,,,TERMS-OFFERED,0
EGMT,462,Introduction to Engineering Management,3.00,,,TERMS-OFFERED,0
EGMT,465,Introduction to Systems Engineering,3.00,EGMT462 or MEM462,,TERMS-OFFERED,0
EGMT,501,Engineering Management,3.00,,,TERMS-OFFERED,0
EGMT,504,Engineering Management Communications,3.00,,,TERMS-OFFERED,0
EGMT,531,Engineering Economic Evaluation & Analysis,3.00,,,TERMS-OFFERED,0
EGMT,536,Advanced Financial Management for Engineers,3.00,EGMT535 and EGMT531,,TERMS-OFFERED,0
EGMT,T580,ST: Conflict Mgmt for Engrs,12.00,,,TERMS-OFFERED,0
EGMT,610,Ethics & Business Practices for Engineers,3.00,,,TERMS-OFFERED,0
EGMT,630,Global Engineering Project Management,3.00,,,TERMS-OFFERED,0
EGMT,660,Sustainable Business Practices for Engineers,3.00,EGMT501,,TERMS-OFFERED,0
EGMT,572,Statistical Data Analysis,3.00,EGMT571,,TERMS-OFFERED,0
EGMT,581,Human Relations and Organizational Behavior,3.00,EGMT504 and EGMT501,,TERMS-OFFERED,0
EGMT,616,Technology Conceptualization and Development,3.00,,,TERMS-OFFERED,0
EGMT,650,Engineering Leadership,3.00,EGMT501 and EGMT502,,TERMS-OFFERED,0
EGMT,692,Engineering Management Capstone,3.00,EGMT501 and EGMT502 and EGMT531 and EGMT535,,TERMS-OFFERED,0
