TVIE,180,TV Industry Overview,3.00,,,TERMS-OFFERED,0
TVIE,T380,ST: TV Sports Prgm Strategies,1.00 to 3.00,,,TERMS-OFFERED,0
TVIE,290,Introduction to Money and the Media,3.00,,,TERMS-OFFERED,0
