MGMT,201,Introduction to Technology Innovation Management,4.00,,,TERMS-OFFERED,0
MGMT,260,Introduction to Entrepreneurship,4.00,,,TERMS-OFFERED,0
MGMT,T280,ST: Research Method I,12.00,,,TERMS-OFFERED,0
MGMT,364,Technology Management,4.00,,,TERMS-OFFERED,0
MGMT,371,Business Consulting for Nonprofits,4.00,,,TERMS-OFFERED,0
MGMT,450,Strategy and Competitive Advantage,4.00,FIN301 and ORGB300 and MKTG301 or MKTG201,,TERMS-OFFERED,0
MGMT,451,Management Simulation,4.00,FIN301 and ORGB300 and MKTG301,,TERMS-OFFERED,0
MGMT,908,Advanced Research in Behavioral Science,3.00,MGMT907 or MGMT903,,TERMS-OFFERED,0
MGMT,370,Business Consulting,4.00,,,TERMS-OFFERED,0
MGMT,372,Startup Consulting,4.00,MGMT260,,TERMS-OFFERED,0
MGMT,780,Strategic Management,3.00,BUSN501 and BUSN502 and ECON601 and ACCT601 and MKTG601 and FIN601 or BUSN505 and BUSN506 and BUSN507 and BUSN508 and ECON601 and ACCT601 and MKTG601 and FIN601,,TERMS-OFFERED,0
MGMT,T980,ST: Strategic Mamagement,0.50 to 9.00,,,TERMS-OFFERED,0
