POM,601,Operations Management,3.00,STAT601 or STAT610,,TERMS-OFFERED,0
POM,T980,ST:Service OPR Management,0.50 to 9.00,,,TERMS-OFFERED,0
POM,900,Decision Processes in Operations Management,3.00,OPR922,,TERMS-OFFERED,0
