WEST,100,Introduction to Digital Design Tools,3.00,,,TERMS-OFFERED,0
WEST,T380,ST: Painting with Mosaic,12.00,,,TERMS-OFFERED,0
WEST,210,Innovative Problem Solving,4.00,,,TERMS-OFFERED,0
WEST,500,Introduction to Digital Design Tools,3.00,,,TERMS-OFFERED,0
