PHIL,101,Introduction to Western Philosophy,3.00,,,TERMS-OFFERED,0
PHIL,102,Introduction to Eastern Philosophy,3.00,,,TERMS-OFFERED,0
PHIL,105,Critical Reasoning,3.00,,,TERMS-OFFERED,0
PHIL,211,Metaphysics,3.00,PHIL101,,TERMS-OFFERED,0
PHIL,251,Ethics,3.00,,,TERMS-OFFERED,0
PHIL,305,Communication Ethics,3.00,,,TERMS-OFFERED,0
PHIL,311,Computer Ethics,3.00,,,TERMS-OFFERED,0
PHIL,315,Engineering Ethics,3.00,,,TERMS-OFFERED,0
PHIL,335,Global Ethical Issues,3.00,,,TERMS-OFFERED,0
PHIL,T380,ST:Ethics and Legal Practice,12.00,,,TERMS-OFFERED,0
PHIL,111,Propositional Logic,3.00,,,TERMS-OFFERED,0
PHIL,T280,ST:Extended Mind,12.00,,,TERMS-OFFERED,0
PHIL,330,Ethical Issues in Criminal Justice,3.00,,,TERMS-OFFERED,0
PHIL,361,Philosophy of Science,3.00,PHIL101,,TERMS-OFFERED,0
