WGST,101,Introduction to Women's and Gender Studies,3.00,,,TERMS-OFFERED,0
WGST,T280,ST:Sweatshop or Style?,1.00 to 6.00,,,TERMS-OFFERED,0
WGST,308,Queer Theory,3.00,,,TERMS-OFFERED,0
