FMST,250,The Documentary Tradition,3.00,,,1000,0
FMST,255,Hitchcock,3.00,,,0010,0
FMST,260,The Western,3.00,,,0010,0
FMST,262,Film Comedy,3.00,,,0101,0
FMST,352,The Horror Film,3.00,,,0001,0
FMST,355,Contemporary Cinema,3.00,,,1001,0
