TVST,260,History of Television,3.00,,,0100,0
TVST,261,History of TV Journalism,3.00,,,0100,0
TVST,361,Art of TV Comedy,3.00,,,0110,0
TVST,362,Art of TV Drama,3.00,,,1000,0
TVST,363,Science Fiction Television,3.00,,,1110,0
