ECEL,301,Electrical Engineering Laboratory,2.00,ECE200 and ECE201 and TDEC133 or ENGR104 or ENGR103,,1011,0
ECEL,302,ECE Laboratory II,2.00,ECEL301 and ECES301 or ECES302,,1101,0
ECEL,302,ECE Laboratory II,2.00,ECEL301 and ECES301,,1101,0
ECEL,302,ECE Laboratory II,2.00,ECEL301 and ECES302,,1101,0
ECEL,303,ECE Laboratory III,2.00,ECEL302,,1110,0
ECEL,304,ECE Laboratory IV,2.00,ECEL303,,0111,0
