AFAS,101,Introduction to Africana Studies,3.00,,,1111,0
AFAS,295,ST:Gender & BLk Pop Culture,3.00,,,0100,0
AFAS,295,ST:Gender & Black Pop Culture,3.00,,,0100,0
AFAS,301,Politics of Hip Hop,3.00,,,0000,0
