EMER,210,Hazard Mitigation,3.00,,,1010,0
EMER,215,Public Management in Times of Crisis,3.00,,,1100,0
EMER,220,Emergency Incident Risk Management,3.00,,,0010,0
EMER,225,Infrastructure Disaster Recovery,3.00,,,0111,0
