HNRS,200,Honors Seminar,1.00,,,TERMS-OFFERED,0
HNRS,201,Introduction Ballroom Dancing,3.00,,,TERMS-OFFERED,0
HNRS,301,Shakespeare:The Henriad,3.00,,,TERMS-OFFERED,0
HNRS,302,Intro Popular Culture Studies,3.00,,,TERMS-OFFERED,0
HNRS,490,ST:New Bern ASB,0.50 to 12.00,,,TERMS-OFFERED,0
