ORGB,300,Organizational Behavior,4.00,,,TERMS-OFFERED,0
ORGB,400,Team Development and Leadership,4.00,ORGB300,,TERMS-OFFERED,0
ORGB,625,Leadership and Professional Development,3.00,,,TERMS-OFFERED,0
ORGB,420,Negotiations and Conflict Resolution,4.00,,,TERMS-OFFERED,0
