STAT,201,Introduction to Business Statistics,4.00,MATH102 or MATH121 or MATH183,,TERMS-OFFERED,0
STAT,202,Business Statistics II,4.00,STAT201,,TERMS-OFFERED,0
STAT,601,Business Statistics,3.00,,,TERMS-OFFERED,0
STAT,924,Multivariate Analysis,3.00,,,TERMS-OFFERED,0
STAT,206,Statistical Inference II,4.00,STAT205,,TERMS-OFFERED,0
STAT,632,Datamining for Managers,3.00,STAT601 or STAT610,,TERMS-OFFERED,0
STAT,T980,ST: Research Activity,0.50 to 9.00,,,TERMS-OFFERED,0
