SCTS,501,"Introduction to Science, Technology and Society",3.00,,,TERMS-OFFERED,0
SCTS,651,Transnational Science & Technology,3.00,,,TERMS-OFFERED,0
SCTS,T580,ST:Objectivity in Science,12.00,,,TERMS-OFFERED,0
