AE,220,Introduction to HVAC,3.50,CAEE201 and ENGR210 or TDEC202,,TERMS-OFFERED,0
AE,391,Architectural Engineering Design II,4.00,AE390,,TERMS-OFFERED,0
AE,T680,ST:Airflow Sim in Built Envr,12.00,,,TERMS-OFFERED,0
AE,T380,ST:Airflow Sim in Built Envr,12.00,,,TERMS-OFFERED,0
AE,510,Intelligent Buildings,3.00,,,TERMS-OFFERED,0
