INDE,240,Technology Economics,3.00,,,TERMS-OFFERED,0
INDE,370,Industrial Project Management,3.00,,,TERMS-OFFERED,0
INDE,T280,ST: Intro to Prgm for Embedded,12.00,,,TERMS-OFFERED,0
