TAX,341,Individual Income Taxes,4.00,ACCT115,,TERMS-OFFERED,0
TAX,T680,ST:Advanced Topics in Busn Tax,0.50 to 9.00,,,TERMS-OFFERED,0
TAX,342,Business Income Taxes,4.00,TAX341,,TERMS-OFFERED,0
