HNRS,200,Introduction to Honors Program,1.00,,,TERMS-OFFERED,0
HNRS,201,Intermediate Ballroom Dancing,3.00,,,TERMS-OFFERED,0
HNRS,301,Writing Killer Fiction,3.00,,,TERMS-OFFERED,0
HNRS,302,The Virtual First Amendment,3.00,,,TERMS-OFFERED,0
HNRS,T480,ST: David Copperfield,0.50 to 12.00,,,TERMS-OFFERED,0
