EAM,261,Copyrights and Trademarks,3.00,BLAW201,,TERMS-OFFERED,0
EAM,310,Social Media in Entertainment,3.00,,,TERMS-OFFERED,0
EAM,322,Performing Arts Touring and Promotion,3.00,,,TERMS-OFFERED,0
EAM,491,Entertainment and Arts Management Senior Project,1.00,,,TERMS-OFFERED,0
EAM,270,Audience Development for Arts,3.00,EAM211,,TERMS-OFFERED,0
EAM,312,Introduction to Fund Development for the Arts,3.00,EAM130,,TERMS-OFFERED,0
EAM,T480,ST: Commercial Theatre Mgmt,1.00 to 3.00,,,TERMS-OFFERED,0
